시군구,번지,단지명,전용면적(㎡),계약년월,구,동
대구광역시 북구 매천동,750,한신더휴웨스턴팰리스,84.8281,202408,북구,매천동
대구광역시 달서구 상인동,1592,시영장미4,49.8,202408,달서구,상인동
대구광역시 달서구 도원동,1439,가람마을,59.99,202408,달서구,도원동
대구광역시 달서구 두류동,2348,두류파크KCC스위첸,59.97,202408,달서구,두류동
대구광역시 수성구 만촌동,1046-10,수성2차e-편한세상,121.0597,202408,수성구,만촌동
대구광역시 수성구 만촌동,1356-7,메트로팔레스2,74.91,202408,수성구,만촌동
대구광역시 달서구 상인동,42,보성은하,59.88,202408,달서구,상인동
대구광역시 수성구 범어동,906-1,유림노르웨이숲,84.9902,202408,수성구,범어동
대구광역시 수성구 범어동,179,두산위브더제니스,137.0619,202408,수성구,범어동
대구광역시 수성구 범어동,2248,범어라온프라이빗,84.9704,202408,수성구,범어동
대구광역시 달서구 진천동,628-2,진천현대,84.9,202408,달서구,진천동
대구광역시 달서구 성당동,Jan.87,성당에덴타운,59.97,202408,달서구,성당동
대구광역시 수성구 시지동,600,고산역화성파크드림,84.8338,202408,수성구,시지동
대구광역시 수성구 시지동,591,수성알파시티동화아이위시,84.914,202408,수성구,시지동
대구광역시 수성구 시지동,499,노변다숲,59.73,202408,수성구,시지동
대구광역시 수성구 시지동,499,노변다숲,59.73,202408,수성구,시지동
대구광역시 달성군 다사읍 죽곡리,822,죽곡푸르지오2단지,118.4613,202408,달성군,다사읍
대구광역시 달서구 송현동,906,송현우방하이츠,59.99,202408,달서구,송현동
대구광역시 달서구 대천동,1042,월배삼정그린코아포레스트,84.5453,202408,달서구,대천동
대구광역시 달성군 옥포읍 강림리,1099,LH허브시티,59.99,202408,달성군,옥포읍
대구광역시 달서구 유천동,612,대구월배2차아이파크,84.5402,202408,달서구,유천동
대구광역시 달성군 유가읍 봉리,603,진아리채,70.8694,202408,달성군,유가읍
대구광역시 달성군 다사읍 매곡리,716-3,강창그린빌,59.94,202408,달성군,다사읍
대구광역시 달성군 다사읍 매곡리,1568,죽곡삼정그린코아더베스트,74.8781,202408,달성군,다사읍
대구광역시 달성군 다사읍 매곡리,1568,죽곡삼정그린코아더베스트,74.8781,202408,달성군,다사읍
대구광역시 달성군 다사읍 서재리,1131,에코폴리스동화아이위시3차,81.053,202408,달성군,다사읍
대구광역시 달성군 다사읍 서재리,1131,에코폴리스동화아이위시3차,81.053,202408,달성군,다사읍
대구광역시 달성군 옥포읍 교항리,1519,옥포제림뉴타운,59.84,202408,달성군,옥포읍
대구광역시 달서구 호산동,350,삼성한국형,84.91,202408,달서구,호산동
대구광역시 달성군 화원읍 천내리,118,화원창신맨션,80.76,202408,달성군,화원읍
대구광역시 서구 내당동,463-8,광장타운2차,127.4,202408,서구,내당동
대구광역시 북구 침산동,252-2,침산3차푸르지오,78.7433,202408,북구,침산동
대구광역시 동구 신서동,755,신서동롯데캐슬레전드,84.914,202408,동구,신서동
대구광역시 동구 봉무동,1530,대구이시아폴리스더샵3차,84.94,202408,동구,봉무동
대구광역시 북구 국우동,1079,부영1차,60.2153,202408,북구,국우동
대구광역시 북구 복현동,368-1,광명,46.625,202408,북구,복현동
대구광역시 북구 읍내동,1234-7,칠곡한서타운,59.85,202408,북구,읍내동
대구광역시 동구 봉무동,1530,대구이시아폴리스더샵3차,84.85,202408,동구,봉무동
대구광역시 동구 봉무동,1530,대구이시아폴리스더샵3차,84.85,202408,동구,봉무동
대구광역시 동구 봉무동,1530,대구이시아폴리스더샵3차,84.85,202408,동구,봉무동
대구광역시 동구 봉무동,1522,대구이시아폴리스더샵2차,84.98,202408,동구,봉무동
대구광역시 동구 방촌동,1077-11,영남네오빌2차,59.9109,202408,동구,방촌동
대구광역시 남구 봉덕동,1071,효성타운1차,167.47,202408,남구,봉덕동
대구광역시 중구 대봉동,Oct.60,센트로팰리스,80.706,202408,중구,대봉동
대구광역시 북구 동천동,891,동화골든빌,58.234,202408,북구,동천동
대구광역시 서구 중리동,1월 26일,중리롯데캐슬,74.663,202408,서구,중리동
대구광역시 중구 수창동,173,대구역센트럴자이,72.8353,202408,중구,수창동
대구광역시 동구 신암동,1833,이안동대구,84.7459,202408,동구,신암동
대구광역시 동구 신암동,1839,동대구우방아이유쉘,84.9907,202408,동구,신암동
대구광역시 북구 대현동,535,센트럴파크대현,51.42,202408,북구,대현동
대구광역시 동구 신암동,1840,동대구이안센트럴D,84.9886,202408,동구,신암동
대구광역시 중구 삼덕동3가,383,삼덕청아람,59.989,202408,중구,삼덕동3가
대구광역시 남구 대명동,3067,교대역하늘채뉴센트원,84.6442,202408,남구,대명동
대구광역시 남구 대명동,3072,대명역센트럴엘리프,84.6292,202408,남구,대명동
대구광역시 서구 내당동,2346,e편한세상두류역,74.9916,202408,서구,내당동
대구광역시 동구 신암동,1870,해링턴플레이스동대구,84.9712,202408,동구,신암동
대구광역시 동구 신암동,1870,해링턴플레이스동대구,74.9583,202408,동구,신암동
대구광역시 동구 신천동,1507,동대구반도유보라,39.7596,202408,동구,신천동
대구광역시 동구 신천동,1503,신천자이,84.9061,202408,동구,신천동
대구광역시 중구 수창동,173,대구역센트럴자이,84.6421,202408,중구,수창동
대구광역시 북구 고성동1가,260,대구역오페라W,84.9339,202408,북구,고성동1가
대구광역시 동구 지묘동,1337,대구연경아이파크,84.96,202408,동구,지묘동
대구광역시 중구 남산동,3020,남산롯데캐슬센트럴스카이,101.5239,202408,중구,남산동
대구광역시 동구 신암동,1887,동대구해모로스퀘어이스트,59.8787,202408,동구,신암동
대구광역시 서구 내당동,2346,e편한세상두류역,84.9286,202408,서구,내당동
대구광역시 동구 신암동,766,신암뜨란채,59.44,202408,동구,신암동
대구광역시 북구 국우동,1080,그린빌6단지,51.95,202408,북구,국우동
대구광역시 동구 지묘동,1337,대구연경아이파크,84.96,202408,동구,지묘동
대구광역시 중구 남산동,3020,남산롯데캐슬센트럴스카이,59.8763,202408,중구,남산동
대구광역시 중구 남산동,3016,e편한세상남산,84.8603,202408,중구,남산동
대구광역시 달서구 도원동,1442,별메마을,59.76,202408,달서구,도원동
대구광역시 수성구 황금동,985,힐스테이트황금동,59.9776,202408,수성구,황금동
대구광역시 수성구 범어동,2264,힐스테이트범어,84.9218,202408,수성구,범어동
대구광역시 수성구 황금동,365,캐슬골드파크4단지,84.97,202408,수성구,황금동
대구광역시 북구 태전동,1186,협성휴포레강북,72.9702,202408,북구,태전동
대구광역시 북구 태전동,1186,협성휴포레강북,72.9702,202408,북구,태전동
대구광역시 수성구 황금동,365,캐슬골드파크4단지,84.97,202408,수성구,황금동
대구광역시 달서구 두류동,2348,두류파크KCC스위첸,59.97,202408,달서구,두류동
대구광역시 수성구 범물동,1397,수성하늘채르레브,84.9978,202408,수성구,범물동
대구광역시 달서구 유천동,612,대구월배2차아이파크,84.345,202408,달서구,유천동
대구광역시 달서구 유천동,597,진천역AK그랑폴리스,84.8541,202408,달서구,유천동
대구광역시 달서구 유천동,597,진천역AK그랑폴리스,84.8541,202408,달서구,유천동
대구광역시 달서구 유천동,597,진천역AK그랑폴리스,59.9702,202408,달서구,유천동
대구광역시 달성군 현풍읍 중리,484,제일풍경채더퍼스트,67.7425,202408,달성군,현풍읍
대구광역시 달성군 옥포읍 교항리,2964,옥포대성베르힐4단지,84.8561,202408,달성군,옥포읍
대구광역시 달성군 옥포읍 교항리,2964,옥포대성베르힐4단지,84.8561,202408,달성군,옥포읍
대구광역시 달서구 유천동,612,대구월배2차아이파크,59.7326,202408,달서구,유천동
대구광역시 달서구 유천동,612,대구월배2차아이파크,59.7326,202408,달서구,유천동
대구광역시 달성군 다사읍 매곡리,1537,대실역청아람1단지,84.9523,202408,달성군,다사읍
대구광역시 달서구 월성동,364,월성보성1,84.99,202408,달서구,월성동
대구광역시 달서구 월성동,1261,월성자이,84.725,202408,달서구,월성동
대구광역시 달성군 현풍읍 중리,485,대구테크노폴리스일동미라주더파크,84.7935,202408,달성군,현풍읍
대구광역시 달서구 월성동,1557-6,월성동코오롱하늘채1단지,84.917,202408,달서구,월성동
대구광역시 달서구 송현동,Aug.20,센터리움,59.242,202408,달서구,송현동
대구광역시 달성군 다사읍 서재리,1131,에코폴리스동화아이위시3차,84.9766,202408,달성군,다사읍
대구광역시 달성군 다사읍 죽곡리,814,대실역태왕아너스,59.988,202408,달성군,다사읍
대구광역시 달성군 유가읍 봉리,625,제일풍경채센트럴,63.4314,202408,달성군,유가읍
대구광역시 달성군 유가읍 봉리,601,하나리움퀸즈파크,59.8767,202408,달성군,유가읍
대구광역시 달성군 현풍읍 중리,485,대구테크노폴리스일동미라주더파크,84.7935,202408,달성군,현풍읍
대구광역시 달성군 다사읍 매곡리,1582,다사역금호어울림센트럴,84.9045,202408,달성군,다사읍
대구광역시 달성군 다사읍 매곡리,473,다사e편한세상,84.9714,202408,달성군,다사읍
대구광역시 달서구 유천동,605,현대아이파크,59.9294,202408,달서구,유천동
대구광역시 달서구 유천동,612,대구월배2차아이파크,84.345,202408,달서구,유천동
대구광역시 달서구 유천동,612,대구월배2차아이파크,84.345,202408,달서구,유천동
대구광역시 북구 칠성동2가,738,대구역한라하우젠트센텀,84.9482,202408,북구,칠성동2가
대구광역시 중구 남산동,3030,남산자이하늘채,59.1983,202408,중구,남산동
대구광역시 동구 신암동,1852,동대구해모로스퀘어웨스트,59.851,202408,동구,신암동
대구광역시 동구 효목동,1322,동대구2차비스타동원,84.9887,202408,동구,효목동
대구광역시 북구 고성동1가,260,대구역오페라W,84.9339,202408,북구,고성동1가
대구광역시 중구 남산동,3030,남산자이하늘채,59.1983,202408,중구,남산동
대구광역시 서구 평리동,1676,평리롯데캐슬,99.0171,202408,서구,평리동
대구광역시 중구 대봉동,770,더샵리비테르1차,84.9836,202408,중구,대봉동
대구광역시 북구 대현동,535,센트럴파크대현,51.42,202408,북구,대현동
대구광역시 동구 신천동,200-1,신천청아람,84.8804,202408,동구,신천동
대구광역시 동구 각산동,1029,대구혁신도시서한이다음,73.7,202408,동구,각산동
대구광역시 동구 각산동,1054,대구혁신엘에이치4단지,59.75,202408,동구,각산동
대구광역시 중구 남산동,3030,남산자이하늘채,59.1983,202408,중구,남산동
대구광역시 북구 구암동,655-1,칠곡서한타운3,59.87,202408,북구,구암동
대구광역시 동구 신천동,622,신천휴먼시아6단지,59.91,202408,동구,신천동
대구광역시 동구 신천동,1511,동대구비스타동원,74.9796,202408,동구,신천동
대구광역시 동구 신천동,1518,동대구역센트럴시티자이,84.9812,202408,동구,신천동
대구광역시 북구 구암동,772,그린빌2차,84.34,202408,북구,구암동
대구광역시 중구 대봉동,770,더샵리비테르1차,84.9836,202408,중구,대봉동
대구광역시 중구 남산동,3030,남산자이하늘채,59.1983,202408,중구,남산동
대구광역시 남구 대명동,3072,대명역센트럴엘리프,84.6292,202408,남구,대명동
대구광역시 동구 신암동,1833,이안동대구,84.9221,202408,동구,신암동
대구광역시 동구 봉무동,1530,대구이시아폴리스더샵3차,84.85,202408,동구,봉무동
대구광역시 수성구 중동,650,수성골드클래스더센텀,84.974,202408,수성구,중동
대구광역시 수성구 중동,641,수성효성해링턴플레이스,84.6009,202408,수성구,중동
대구광역시 수성구 중동,641,수성효성해링턴플레이스,84.6009,202408,수성구,중동
대구광역시 달서구 감삼동,702,삼정브리티시용산,84.4593,202408,달서구,감삼동
대구광역시 달서구 도원동,1429,한실들마을,39.87,202408,달서구,도원동
대구광역시 수성구 황금동,365,캐슬골드파크1단지,116.82,202408,수성구,황금동
대구광역시 수성구 시지동,600,고산역화성파크드림,84.8338,202408,수성구,시지동
대구광역시 달서구 진천동,508,진천역대성스카이렉스,107.3136,202408,달서구,진천동
대구광역시 달서구 진천동,210-5,월배귀빈타운2,59.75,202408,달서구,진천동
대구광역시 달서구 장기동,814-1,장기파랑새마을,84.9822,202408,달서구,장기동
대구광역시 수성구 수성동1가,818,수성롯데캐슬THEFIRST,84.9746,202408,수성구,수성동1가
대구광역시 수성구 지산동,1766,더샵수성라크에르,84.9397,202408,수성구,지산동
대구광역시 달서구 신당동,682-30,한화꿈에그린,114.4,202408,달서구,신당동
대구광역시 달서구 본리동,193-3,본리롯데캐슬,84.7916,202408,달서구,본리동
대구광역시 달서구 감삼동,709,힐스테이트죽전역더퍼스트,84.9414,202408,달서구,감삼동
대구광역시 달서구 두류동,2348,두류파크KCC스위첸,84.97,202408,달서구,두류동
대구광역시 달서구 두류동,486-2,삼정그린빌,75.8795,202408,달서구,두류동
대구광역시 달서구 감삼동,702,삼정브리티시용산,59.8282,202408,달서구,감삼동
대구광역시 달서구 용산동,501-2,성서2보성타운,84.95,202408,달서구,용산동
대구광역시 달서구 이곡동,1304-1,성서2동서화성,84.98,202408,달서구,이곡동
대구광역시 수성구 만촌동,1429-5,메트로팔레스5,74.91,202408,수성구,만촌동
대구광역시 수성구 만촌동,1356-7,메트로팔레스2,134.98,202408,수성구,만촌동
대구광역시 수성구 만촌동,1356-7,메트로팔레스2,134.98,202408,수성구,만촌동
대구광역시 달서구 두류동,486-2,삼정그린빌,111.4884,202408,달서구,두류동
대구광역시 수성구 중동,650,수성골드클래스더센텀,112.1072,202408,수성구,중동
대구광역시 수성구 수성동4가,1017-1,수성태영데시앙,114.266,202408,수성구,수성동4가
대구광역시 수성구 범어동,341,범어목련,52.86,202408,수성구,범어동
대구광역시 수성구 범어동,179,두산위브더제니스,129.0208,202408,수성구,범어동
대구광역시 수성구 범어동,2240,e편한세상범어,84.791,202408,수성구,범어동
대구광역시 수성구 시지동,591,수성알파시티동화아이위시,84.9478,202408,수성구,시지동
대구광역시 달서구 본리동,1222,더샵달서센트럴,59.87,202408,달서구,본리동
대구광역시 수성구 시지동,591,수성알파시티동화아이위시,84.914,202408,수성구,시지동
대구광역시 북구 매천동,595-2,삼우그린,59.96,202408,북구,매천동
대구광역시 달서구 용산동,501-2,성서2보성타운,59.98,202408,달서구,용산동
대구광역시 달서구 감삼동,704,죽전역동화아이위시,84.4714,202408,달서구,감삼동
대구광역시 달서구 감삼동,709,힐스테이트죽전역더퍼스트,84.9082,202408,달서구,감삼동
대구광역시 수성구 중동,641,수성효성해링턴플레이스,84.9971,202408,수성구,중동
대구광역시 달서구 본리동,Jan.76,성당래미안e-편한세상2단지,77.03,202408,달서구,본리동
대구광역시 달서구 진천동,1월 15일,월배역포스코더샵,151.1772,202408,달서구,진천동
대구광역시 북구 사수동,784,이편한세상대구금호,84.91,202408,북구,사수동
대구광역시 북구 사수동,789,브라운스톤강북,59.96,202408,북구,사수동
대구광역시 수성구 수성동4가,1017-1,수성태영데시앙,114.266,202408,수성구,수성동4가
대구광역시 달서구 이곡동,1330,성서푸른마을,84.99,202408,달서구,이곡동
대구광역시 수성구 범어동,2240,e편한세상범어,84.9557,202408,수성구,범어동
대구광역시 달서구 상인동,150-11,상인역신일해피트리,84.48,202408,달서구,상인동
대구광역시 달서구 상인동,1600,상인역모아엘가파크뷰,72.96,202408,달서구,상인동
대구광역시 수성구 범물동,1261,범물하이츠,34.44,202408,수성구,범물동
대구광역시 수성구 범물동,1382,삼주타운,84.88,202408,수성구,범물동
대구광역시 북구 매천동,750,한신더휴웨스턴팰리스,101.8518,202408,북구,매천동
대구광역시 수성구 두산동,999,수성레이크푸르지오,84.9381,202408,수성구,두산동
대구광역시 달서구 장기동,845,코오롱하늘채,59.9156,202408,달서구,장기동
대구광역시 달서구 장기동,813-1,장기초록나라,59.9897,202408,달서구,장기동
대구광역시 달서구 도원동,1443,강산타운,117.62,202408,달서구,도원동
대구광역시 수성구 황금동,365,캐슬골드파크1단지,84.97,202408,수성구,황금동
대구광역시 달서구 송현동,1943,청구제네스,84.898,202408,달서구,송현동
대구광역시 달성군 가창면 용계리,33-20,국태모닝포유,76.1588,202408,달성군,가창면
대구광역시 달성군 현풍읍 중리,480,대구테크노폴리스남해오네뜨1차,59.9573,202408,달성군,현풍읍
대구광역시 달성군 유가읍 쌍계리,633,대구테크노폴리스중흥에스-클래스포디움,99.9819,202408,달성군,유가읍
대구광역시 달서구 유천동,488,유천포스코더샵,84.9258,202408,달서구,유천동
대구광역시 달서구 유천동,612,대구월배2차아이파크,74.3578,202408,달서구,유천동
대구광역시 달성군 유가읍 봉리,627,반도유보라,70.0935,202408,달성군,유가읍
대구광역시 달성군 화원읍 구라리,1650,대곡역래미안,84.5958,202408,달성군,화원읍
대구광역시 달성군 다사읍 서재리,100,신성서화성파크드림,84.8884,202408,달성군,다사읍
대구광역시 달성군 다사읍 서재리,321-1,신성서진흥더블파크,84.9994,202408,달성군,다사읍
대구광역시 달서구 대천동,1042,월배삼정그린코아포레스트,112.6645,202408,달서구,대천동
대구광역시 중구 남산동,3030,남산자이하늘채,84.8948,202408,중구,남산동
대구광역시 동구 신천동,556-1,신천LH,79.07,202408,동구,신천동
대구광역시 동구 신천동,622,신천휴먼시아6단지,59.91,202408,동구,신천동
대구광역시 중구 남산동,3030,남산자이하늘채,84.8948,202408,중구,남산동
대구광역시 중구 남산동,3020,남산롯데캐슬센트럴스카이,59.8763,202408,중구,남산동
대구광역시 동구 봉무동,1530,대구이시아폴리스더샵3차,84.89,202408,동구,봉무동
대구광역시 북구 구암동,789,부영5차,81.1718,202408,북구,구암동
대구광역시 서구 내당동,308-11,삼익뉴타운,46.21,202408,서구,내당동
대구광역시 동구 신기동,557,신기모란3차,49.98,202408,동구,신기동
대구광역시 북구 학정동,925,학정청아람,59.6206,202408,북구,학정동
대구광역시 서구 중리동,Jan.42,진달래2,70.11,202408,서구,중리동
대구광역시 북구 칠성동2가,715,대구역 서희스타힐스,59.87,202408,북구,칠성동2가
대구광역시 북구 칠성동2가,715,대구역 서희스타힐스,59.91,202408,북구,칠성동2가
대구광역시 북구 대현동,531,대현한신휴플러스,84.97,202408,북구,대현동
대구광역시 북구 대현동,535,센트럴파크대현,84.26,202408,북구,대현동
대구광역시 서구 평리동,1083-2,서대구역반도유보라센텀,72.9498,202408,서구,평리동
대구광역시 서구 평리동,1680,평리푸르지오,84.9203,202408,서구,평리동
대구광역시 중구 남산동,3020,남산롯데캐슬센트럴스카이,59.8763,202408,중구,남산동
대구광역시 북구 칠성동2가,723,칠성동코오롱하늘채,84.9778,202408,북구,칠성동2가
대구광역시 북구 칠성동2가,723,칠성동코오롱하늘채,84.9778,202408,북구,칠성동2가
대구광역시 북구 침산동,252-2,침산3차푸르지오,78.7433,202408,북구,침산동
대구광역시 동구 신서동,755,신서동롯데캐슬레전드,84.914,202408,동구,신서동
대구광역시 서구 평리동,1354-1,평리동서3차아파트,61.29,202408,서구,평리동
대구광역시 동구 신암동,1852,동대구해모로스퀘어웨스트,84.9739,202408,동구,신암동
대구광역시 동구 신암동,1840,동대구이안센트럴D,84.9886,202408,동구,신암동
대구광역시 동구 신암동,373-1,진로2이스트,84.9,202408,동구,신암동
대구광역시 동구 방촌동,1119-5,보성강남타운,84.95,202408,동구,방촌동
대구광역시 북구 복현동,713,e편한세상복현,59.9707,202408,북구,복현동
대구광역시 중구 대봉동,760,더샵리비테르2차,84.582,202408,중구,대봉동
대구광역시 동구 숙천동,388,대구혁신도시서한이다음4차,84.7703,202408,동구,숙천동
대구광역시 동구 각산동,1054,대구혁신엘에이치4단지,59.75,202408,동구,각산동
대구광역시 동구 신기동,557,신기모란3차,49.98,202408,동구,신기동
대구광역시 서구 내당동,2346,e편한세상두류역,84.9286,202408,서구,내당동
대구광역시 서구 내당동,350-1,삼익주택,65.02,202408,서구,내당동
대구광역시 서구 내당동,308-11,삼익뉴타운,46.21,202408,서구,내당동
대구광역시 중구 남산동,3020,남산롯데캐슬센트럴스카이,84.9371,202408,중구,남산동
대구광역시 북구 노원동3가,1227,대구노원한신더휴,74.96,202408,북구,노원동3가
대구광역시 동구 방촌동,902-7,방촌현대,59.99,202408,동구,방촌동
대구광역시 동구 방촌동,1150,방촌역태왕아너스,78.6077,202408,동구,방촌동
대구광역시 북구 구암동,695-3,칠곡청구타운,59.34,202408,북구,구암동
대구광역시 북구 구암동,695-3,칠곡청구타운,59.34,202408,북구,구암동
대구광역시 북구 산격동,500-1,산격대우,84.96,202408,북구,산격동
대구광역시 동구 봉무동,1537,협성휴포레이시아폴리스,108.9831,202408,동구,봉무동
대구광역시 동구 신암동,1833,이안동대구,84.9221,202408,동구,신암동
대구광역시 동구 신암동,373-1,진로2이스트,84.9,202408,동구,신암동
대구광역시 동구 용계동,1060,율하역엘크루,84.9142,202408,동구,용계동
대구광역시 동구 신천동,353-1,더샵디어엘로,84.9595,202408,동구,신천동
대구광역시 동구 신암동,480,신암청아람,59.7456,202408,동구,신암동
대구광역시 동구 신암동,251-1,에스디아이프라임,59.756,202408,동구,신암동
대구광역시 동구 신천동,1507,동대구반도유보라,84.8863,202408,동구,신천동
대구광역시 동구 신천동,1507,동대구반도유보라,39.7596,202408,동구,신천동
대구광역시 북구 침산동,1761,침산화성파크드림,74.968,202408,북구,침산동
대구광역시 동구 율하동,1402,대구율하2세계육상선수촌1단지,131.9,202408,동구,율하동
대구광역시 동구 율하동,1408,대구율하2세계육상선수촌2단지,84.51,202408,동구,율하동
대구광역시 북구 동변동,679,주공그린빌8,59.83,202408,북구,동변동
대구광역시 중구 삼덕동2가,149-59,나누리,83.8,202408,중구,삼덕동2가
대구광역시 남구 이천동,1177,대봉교역태왕아너스,84.9511,202408,남구,이천동
대구광역시 수성구 범어동,2234,범어에스케이뷰,84.9283,202408,수성구,범어동
대구광역시 수성구 범어동,2030,래미안수성,125.9433,202408,수성구,범어동
대구광역시 수성구 범어동,614-100,범어청구푸른마을,84.96,202408,수성구,범어동
대구광역시 달서구 진천동,Jan.66,월배역우인그레이스,84.458,202408,달서구,진천동
대구광역시 달서구 본리동,196-1,본리롯데캐슬2차,76.012,202408,달서구,본리동
대구광역시 수성구 수성동3가,130-1,수성3가화성파크드림1단지,159.5388,202408,수성구,수성동3가
대구광역시 수성구 범물동,670,우방미진하이츠,59.99,202408,수성구,범물동
대구광역시 달서구 도원동,1457,산새마을,59.76,202408,달서구,도원동
대구광역시 달서구 도원동,1457,산새마을,58.14,202408,달서구,도원동
대구광역시 달서구 상인동,330,세정드림타운,84.53,202408,달서구,상인동
대구광역시 달서구 도원동,1464,서한이다음레이크뷰,59.7165,202408,달서구,도원동
대구광역시 달서구 이곡동,1300-1,성서2화성타운,134.95,202408,달서구,이곡동
대구광역시 수성구 신매동,46,사월화성파크드림(2단지),84.9999,202408,수성구,신매동
대구광역시 수성구 수성동1가,818,수성롯데캐슬THEFIRST,84.9746,202408,수성구,수성동1가
대구광역시 달서구 파호동,24,성서우방유쉘,84.9712,202408,달서구,파호동
대구광역시 달서구 상인동,1600,상인역모아엘가파크뷰,72.96,202408,달서구,상인동
대구광역시 수성구 범물동,670,우방미진하이츠,134.94,202408,수성구,범물동
대구광역시 달서구 용산동,416-5,성서청구타운,59.95,202408,달서구,용산동
대구광역시 달서구 상인동,171-1,상인대성스카이렉스,84.882,202408,달서구,상인동
대구광역시 달서구 본리동,1222,더샵달서센트럴,84.97,202408,달서구,본리동
대구광역시 달서구 이곡동,1189-2,성서동서서한,84.86,202408,달서구,이곡동
대구광역시 달서구 상인동,1557,상인평광맨션,84.85,202408,달서구,상인동
대구광역시 달서구 용산동,955,용산서한화성1,85.0,202408,달서구,용산동
대구광역시 달서구 이곡동,1189-2,성서동서서한,56.345,202408,달서구,이곡동
대구광역시 달서구 장기동,813-1,장기초록나라,84.9802,202408,달서구,장기동
대구광역시 수성구 파동,53,수성못코오롱하늘채,59.9161,202408,수성구,파동
대구광역시 달서구 도원동,1464,서한이다음레이크뷰,59.7165,202408,달서구,도원동
대구광역시 수성구 지산동,1200,목련,42.66,202408,수성구,지산동
대구광역시 달서구 진천동,841,센텀리움,81.3351,202408,달서구,진천동
대구광역시 달서구 도원동,1464,서한이다음레이크뷰,59.7165,202408,달서구,도원동
대구광역시 수성구 범어동,177-1,범어서한포레스트,84.9864,202408,수성구,범어동
대구광역시 달서구 월성동,120,월성푸르지오,84.9232,202408,달서구,월성동
대구광역시 달서구 월성동,89,서한맨션,65.69,202408,달서구,월성동
대구광역시 달서구 대곡동,46,대곡한라하우젠트,84.9774,202408,달서구,대곡동
대구광역시 달성군 다사읍 서재리,1134,메가시티태왕아너스,84.6997,202408,달성군,다사읍
대구광역시 달성군 현풍읍 중리,286-2,금성중리타운,60.37,202408,달성군,현풍읍
대구광역시 달성군 다사읍 죽곡리,815,죽곡청아람리슈빌4단지,84.6695,202408,달성군,다사읍
대구광역시 달성군 다사읍 죽곡리,814,대실역태왕아너스,59.887,202408,달성군,다사읍
대구광역시 달성군 다사읍 죽곡리,876,협성휴포레 죽곡,64.9787,202408,달성군,다사읍
대구광역시 달성군 다사읍 세천리,1703-1,제일풍경채 프라임,59.9673,202408,달성군,다사읍
대구광역시 달성군 유가읍 쌍계리,633,대구테크노폴리스중흥에스-클래스포디움,99.9819,202408,달성군,유가읍
대구광역시 달성군 다사읍 서재리,1068-5,건영캐스빌,84.991,202408,달성군,다사읍
대구광역시 달서구 대천동,1042,월배삼정그린코아포레스트,84.5453,202408,달서구,대천동
대구광역시 달서구 본동,616,월성주공5,49.94,202408,달서구,본동
대구광역시 달성군 다사읍 서재리,1125,에코폴리스동화아이위시2차,63.8913,202408,달성군,다사읍
대구광역시 달서구 본동,276,그린맨션3차,76.23,202408,달서구,본동
대구광역시 달서구 유천동,605,현대아이파크,59.9294,202408,달서구,유천동
대구광역시 달서구 대곡동,1126,수목원서한이다음,101.87,202408,달서구,대곡동
대구광역시 달서구 대천동,1042,월배삼정그린코아포레스트,84.5453,202408,달서구,대천동
대구광역시 달서구 대천동,1042,월배삼정그린코아포레스트,112.6645,202408,달서구,대천동
대구광역시 달서구 대곡동,1012,삼성래미안1,84.95,202408,달서구,대곡동
대구광역시 달서구 송현동,110,송현제림,59.985,202408,달서구,송현동
대구광역시 달성군 다사읍 매곡리,1582,다사역금호어울림센트럴,84.935,202408,달성군,다사읍
대구광역시 달서구 월성동,1894,월성삼정그린코아에듀파크,84.6758,202408,달서구,월성동
대구광역시 달서구 월성동,1835,월배e-편한세상,84.9908,202408,달서구,월성동
대구광역시 달서구 월성동,120,월성푸르지오,84.9232,202408,달서구,월성동
대구광역시 달성군 화원읍 천내리,922,화원파크뷰우방아이유쉘,69.6413,202407,달성군,화원읍
대구광역시 달성군 화원읍 성산리,501,화원태왕타운,59.97,202407,달성군,화원읍
대구광역시 달성군 화원읍 성산리,501,화원태왕타운,59.97,202407,달성군,화원읍
대구광역시 달성군 유가읍 쌍계리,633,대구테크노폴리스중흥에스-클래스포디움,99.9819,202407,달성군,유가읍
대구광역시 달성군 화원읍 구라리,1650,대곡역래미안,84.5958,202407,달성군,화원읍
대구광역시 달성군 다사읍 죽곡리,814,대실역태왕아너스,59.988,202407,달성군,다사읍
대구광역시 달성군 다사읍 죽곡리,814,대실역태왕아너스,59.988,202407,달성군,다사읍
대구광역시 달성군 다사읍 죽곡리,876,협성휴포레 죽곡,64.9092,202407,달성군,다사읍
대구광역시 달서구 월성동,500-9,월성우방타운,84.995,202407,달서구,월성동
대구광역시 달서구 월성동,585,태왕아너스월성,84.7136,202407,달서구,월성동
대구광역시 달성군 논공읍 북리,803,논공청구타운,84.81,202407,달성군,논공읍
대구광역시 달성군 논공읍 북리,824-178,평광현대3,54.69,202407,달성군,논공읍
대구광역시 달성군 논공읍 북리,803-4,논공성원아파트,59.4,202407,달성군,논공읍
대구광역시 달성군 가창면 용계리,465,가창중석타운,59.98,202407,달성군,가창면
대구광역시 달성군 가창면 용계리,465,가창중석타운,59.98,202407,달성군,가창면
대구광역시 달서구 유천동,597,진천역AK그랑폴리스,84.9195,202407,달서구,유천동
대구광역시 달서구 유천동,605,현대아이파크,59.9294,202407,달서구,유천동
